ID,State,Time Created,Time Updated,Time Closed,Username,User ID,Author Association,Title,Body
111,closed,2018-07-05T14:33:12Z,2018-09-05T04:44:29Z,2018-09-05T04:44:29Z,santiagocanti,29209947,NONE,Update map-stream to latest version that has MIT license,The version 0.1.0 of map-stream doesn't have a license specified. Update to the latest version 0.0.7 that has MIT license.<\n>
107,closed,2017-10-07T01:01:42Z,2017-10-09T19:50:07Z,2017-10-09T19:50:07Z,Rolias,143885,CONTRIBUTOR,Read Me Change Only,I struggled a bit to figure line breaks being maintained. Maintaining line breaks seems like it a fact that they are lost is a result the package. this it seems to add a note about this directly to the documentation on your package. <\n>
106,closed,2017-07-06T08:55:16Z,2018-09-16T10:45:49Z,2018-09-16T10:45:49Z,aaleksu,1092344,NONE,fixed undefined error on e.pipe in toMerge.forEach,Got an undefined error in our project. This is just an quick is an <\r><\n><\r><\n>TypeError: Cannot read property at /var/www/<preoject>/node_modules/event-stream/index.js:43:6<\r><\n> at Array.forEach (native)<\n>
105,closed,2017-07-06T08:44:33Z,2017-07-06T15:51:19Z,2017-07-06T15:51:19Z,aaleksu,1092344,NONE,fixed undefined error on e.pipe in toMerge.forEach,I just got an error in our project: "TypeError: Cannot read property 'pipe' of undefined ... at /var/www/<my_project>/node_modules/event-stream/index.js:43:6<\r><\n> at Array.forEach (native) ...".<\r><\n>I don't know why e might be undefined<c> but this is just a quick fix.<\n>
103,closed,2017-03-20T14:00:26Z,2017-03-22T00:50:09Z,2017-03-22T00:50:08Z,detailyang,3370345,CONTRIBUTOR,doc: layout tweaks,Hello.<\r><\n><\r><\n>Just a little tweaks and README.markdown do not correctly show the CI status.<\n>
100,closed,2016-09-09T08:57:43Z,2016-09-11T11:29:51Z,2016-09-09T11:56:54Z,360disrupt,7427903,NONE,Rename LICENCE to LICENSE,http://grammarist.com/spelling/licence-license/ <c> with the previous file name the license checker does not find the license.<\n><\n>
96,closed,2016-07-17T00:09:11Z,2016-07-17T07:24:08Z,2016-07-17T07:24:03Z,andrejewski,1660953,CONTRIBUTOR,emits "end" if no streams,If there streams I a of because I was merging a variable size array of streams that happen to be empty.<\n><\n>
95,closed,2016-06-18T15:49:39Z,2016-06-18T23:43:05Z,2016-06-18T23:43:05Z,nyurik,1641515,CONTRIBUTOR,Handle mapSync() exceptions as stream errors,This patch allows synchronious callback to properly<\n>report errors to the stream by throwing exceptions.<\n><\n>mapSync() will convert them into the stream errors<c><\n>catchable with on('error' ...)<\n><\n>https://github.com/dominictarr/event-stream/issues/94<\n><\n>P.S. The trailing spaces got automatically cleaned up by IDE<\n><\n>
92,closed,2015-12-08T00:51:40Z,2015-12-13T06:51:02Z,2015-12-13T06:50:58Z,GERN2015,12283094,NONE,BRADS MEDIA,<\n>
88,closed,2015-09-16T22:47:03Z,2015-09-17T00:51:17Z,2015-09-17T00:51:17Z,johnw424,2890568,CONTRIBUTOR,Fix spelling error in index.js,Fixed spelling error in console.error from "attemping to parse" to "attempting to parse"<\n><\n>
87,closed,2015-05-06T02:46:58Z,2015-05-06T02:58:12Z,2015-05-06T02:58:12Z,psalaets,123952,CONTRIBUTOR,minor tweak to a few headings in readme,Adjusts a few headings so they're more noticeable at https://www.npmjs.com/package/event-stream<\n><\n>
83,closed,2015-02-03T03:45:26Z,2015-03-06T10:58:42Z,2015-03-06T10:58:35Z,nantas,344547,CONTRIBUTOR,Allow Array input for es.concat ,Currently `es.concat` does not work if an Array is passed to it. The `arguments` object will look like this: `{"0": streamArray<c> length: 1}`<\n><\n>That makes the function hard to work with plugins like [gulp-src-files](https://github.com/59naga/gulp-src-files).<\n><\n>I added a check to see if `toMerge` is an array itself or is an object contains an array<c> also updated asynct file.<\n><\n>
82,closed,2015-01-31T20:59:14Z,2015-02-02T10:09:27Z,2015-02-02T10:07:57Z,tjmehta,640279,CONTRIBUTOR,broken test: when replacing whitespace,Caused by a bug in 'split'<c> PR for fix in split: https://github.com/dominictarr/split/pull/14<\n><\n>
80,closed,2015-01-19T03:51:52Z,2015-01-20T00:34:57Z,2015-01-19T23:04:16Z,austinpray,2192970,CONTRIBUTOR,fix grammar,<\n>
79,closed,2014-12-29T07:00:07Z,2014-12-30T06:13:13Z,2014-12-29T20:35:36Z,samolsen,636381,CONTRIBUTOR,Updated documentation to indicate es.wait may return a buffer,`es.wait` was changed to support Buffer concatenation<c> and may not always pass a string to its second callback argument. This updates the documentation to indicate the type may be a String or Buffer.<\n><\n>
78,closed,2014-12-27T06:06:54Z,2014-12-27T06:57:46Z,2014-12-27T06:57:46Z,XeCycle,763350,CONTRIBUTOR,Add option to .parse() to emit error events for parsing errors.,Test cases are written for only invalid inputs; should be trivial to write tests for valid inputs<c> but such cases were untested before<c> tests for them deserve another commit<c> I suppose.<\n><\n>
77,closed,2014-12-18T12:51:17Z,2014-12-24T08:58:59Z,2014-12-24T08:58:59Z,davemackintosh,1430657,NONE,Fixes bug where non-JSON breaks everything.,In certain plugins for Strider not all events are in JSON and this causes blocking errors. This alleviates that problem.<\n><\n>
75,closed,2014-11-10T21:06:06Z,2015-10-17T15:49:40Z,2015-10-16T04:23:52Z,sukima,70075,CONTRIBUTOR,Add text on readArray v0.10 streams,In response to issue #60<\n><\n>
69,closed,2014-07-28T19:49:25Z,2015-10-16T04:25:44Z,2015-10-16T04:24:19Z,gdw2,665024,CONTRIBUTOR,Clarify licensing,This is an attempt to make the license of this library detectable by the license-checker tool.<\n><\n>
66,closed,2014-07-20T02:05:28Z,2014-07-21T17:52:04Z,2014-07-21T01:03:46Z,treyhunner,285352,CONTRIBUTOR,Fix some spelling mistakes in README,<\n>
64,closed,2014-06-19T04:31:33Z,2014-06-19T16:02:02Z,2014-06-19T16:00:46Z,sorrycc,35128,CONTRIBUTOR,add buffer support for es.wait,Chunks should be buffer when using es.wait for concat chunks<c> as in [gulp-untar](https://github.com/jmerrifield/gulp-untar/blob/master/index.js#L37). And it will result [encode issue](https://github.com/spmjs/spmjs.io/issues/30) if just use `+` to concat.<\n><\n>
61,closed,2014-06-08T20:08:28Z,2014-06-13T15:55:55Z,2014-06-09T12:05:04Z,felixrabe,400795,CONTRIBUTOR,readme.markdown: Fix 'an ... methods' typo,<\n>
59,closed,2014-04-30T02:51:18Z,2014-07-04T07:23:43Z,2014-04-30T03:59:11Z,Magomogo,728657,CONTRIBUTOR,Recursive next tick fix,Recursive process.nextTick causes this on nodejs 0.10:<\n><\n>```<\n>(node) warning: Recursive process.nextTick detected. This will break in the next version of node. Please use setImmediate for recursive deferral.<\n>(node) warning: Recursive process.nextTick detected. This will break in the next version of node. Please use setImmediate for recursive deferral.<\n>(node) warning: Recursive process.nextTick detected. This will break in the next version of node. Please use setImmediate for recursive deferral.<\n>(node) warning: Recursive process.nextTick detected. This will break in the next version of node. Please use setImmediate for recursive deferral.<\n>(node) warning: Recursive process.nextTick detected. This will break in the next version of node. Please use setImmediate for recursive deferral.<\n>(node) warning: Recursive process.nextTick detected. This will break in the next version of node. Please use setImmediate for recursive deferral.<\n>(node) warning: Recursive process.nextTick detected. This will break in the next version of node. Please use setImmediate for recursive ERR! for ERR! not ok code 0<\n><\n>```<\n><\n>This patch fixes it.<\n><\n>
57,closed,2014-04-16T10:38:06Z,2014-07-08T16:28:37Z,2014-04-28T16:14:55Z,justphil,1280938,CONTRIBUTOR,Fix bug in merge() function,If output stream is destroyed input streams are now properly destroyed<c> too.<\n>There was a typo. :-)<\n><\n>
54,closed,2014-03-27T00:26:56Z,2014-07-08T16:28:55Z,2014-03-27T04:12:35Z,blopker,757503,CONTRIBUTOR,Allow adding more than 11 streams to es.merge,This is a better fix for the PR at https://github.com/dominictarr/event-stream/pull/53.<\n>It sets the listener limit to unlimited<c> but only for the merge stream and not globally. <\n>Also it will work on more Node versions. :beer: <\n><\n>
53,closed,2014-02-27T00:07:16Z,2014-06-17T23:36:25Z,2014-03-18T21:57:26Z,jmerrifield,608480,NONE,Allow more than 10 streams in es.concat,Without triggering the 'possible EventEmitter memory leak detected' warning.<\n><\n>
51,closed,2014-02-02T21:06:12Z,2014-06-14T02:11:20Z,2014-02-04T01:29:41Z,kevinsawicki,671378,CONTRIBUTOR,Use `for IO` instead of `of IO`,<\n>
49,closed,2014-01-21T17:07:55Z,2014-10-26T22:08:16Z,2014-10-26T22:08:16Z,rschmukler,651740,NONE,Added stream-series,I found myself needing a way to merge and maintain order<c> so I wrote [stream-series](http://github.com/rschmukler/stream-series). I think it fits well in your collection of stream manipulation utils.<\n><\n>Thanks for writing all of these great stream functions!<\n><\n>Cheers<\n><\n>
48,closed,2014-01-03T19:44:45Z,2014-06-21T06:47:42Z,2014-01-04T11:14:58Z,floatdrop,365089,CONTRIBUTOR,Include merge/concat method in readme,As part of https://github.com/dominictarr/event-stream/issues/47<\n><\n>
